delivery_id,prediction
215113,2493.3699
194971,3522.2754
5583,1953.0503
220960,2030.031
89275,2382.796
116758,2853.0298
230992,2058.802
97102,1934.1775
77418,2584.3774
62364,2585.3572
110146,2035.2534
100986,2421.5227
128389,3629.837
105107,2977.5125
197784,2072.4854
68358,2679.232
217233,1927.0446
158774,3012.154
135314,2412.6445
110742,2204.4746
89747,2346.268
88314,2926.0632
115695,2308.682
51610,2991.3396
24604,2672.7268
113981,2308.3796
67234,2179.421
118523,2370.2742
140158,2221.9219
71178,2154.8152
174076,3107.6987
49611,3439.0085
115169,2199.438
97054,3619.0652
202619,2443.6707
106600,2491.7273
194985,3919.918
226459,3557.1152
156340,3373.118
153910,2243.8184
49477,3235.41
85976,2647.506
17930,2419.3967
249705,2447.2683
91514,2708.754
130550,2583.593
39280,3023.3613
112720,2148.6963
186480,2179.207
17284,2830.8875
20011,2445.0364
96942,2144.588
19892,2769.4858
15013,3084.5125
93935,2856.8064
82629,2717.1035
135614,3446.466
40764,2769.2925
179991,2546.348
243722,2890.6794
108145,2841.271
134544,3018.494
175700,1891.0883
214607,3795.692
155203,2786.3855
62989,2527.1829
101732,2282.793
62210,4058.9456
3966,2976.7915
185517,3019.9724
38561,2364.886
225211,3283.7761
186318,3172.418
215811,3066.6611
171615,4756.1255
191285,2612.7239
54548,2954.3425
170813,3233.8816
41833,2597.0686
55336,1554.1725
40707,3281.335
232948,2924.4712
239002,2715.0554
187400,2074.1294
240602,2934.1047
209091,2541.2952
37653,2735.3616
246155,2604.8076
112903,3335.169
224321,2651.8403
22004,3158.0415
71674,2274.2285
106578,2839.4707
197634,3077.898
192710,3068.735
55998,2300.0024
142333,4003.0933
100770,3605.4668
146585,3252.068
219157,2315.3447
5649,2814.5974
176255,3358.4714
140699,2486.6384
141763,3145.9019
137040,2656.9155
61747,2244.8784
114168,1996.4984
37780,3036.8838
185370,2999.377
29557,2517.763
131113,2176.3064
79174,2534.0288
47285,3043.214
54451,3355.0217
113573,1972.5988
219190,3272.8494
135331,2611.339
56569,2309.554
147708,2507.3672
235122,1990.5957
125132,1530.7098
154456,2645.053
177647,2096.4146
74287,3925.3154
225225,1979.5781
20386,2338.871
153766,2686.3892
227633,3207.6377
115680,2253.223
214373,2624.343
45423,2775.0115
125328,2888.328
213149,2388.4075
216657,3036.4688
216021,1290.955
218157,1444.1761
207112,1738.9628
172389,1700.2344
33397,3508.3945
1745,2840.7092
249602,3274.8613
36391,3574.7405
20017,4180.1523
118568,2219.4316
13042,3507.2297
165532,2995.4844
128228,2810.5244
146129,1884.0432
238376,2178.6426
102650,1648.4451
199395,2269.7783
63768,1769.4766
205226,2113.81
46988,3144.3435
181903,2609.5642
189474,2809.8608
10570,2177.8179
12421,4018.5198
242768,2667.1804
101550,3223.163
216810,3011.9192
92124,2906.5347
141516,3614.3032
203178,3537.956
122501,2883.8179
137335,2315.33
137738,2322.994
153620,2368.261
181976,3041.042
5465,2755.0276
227784,2338.265
27453,2339.8481
184928,3230.6604
30475,2590.4624
246870,2363.127
205165,1702.6349
68086,1755.943
176879,2211.067
246900,2525.3914
125998,3863.414
190741,3612.0642
159938,3332.633
32222,2785.9797
240228,2344.5693
81268,2571.6597
224954,3273.9116
37177,3488.692
195608,2495.9175
74986,3041.236
241757,2610.9763
64051,2982.9421
240864,2648.6667
5876,4647.8657
3773,3509.0881
55900,2671.1685
222092,2581.333
237389,3754.3777
144015,3872.9426
185015,2155.7812
193510,2785.1013
188026,3209.9502
34443,2761.8782
208232,3264.9253
178022,2636.0188
57998,2172.0706
140156,3529.326
177279,1996.2236
152422,4255.493
127095,2722.7031
134439,3378.0056
159581,3830.162
192599,2711.0076
243539,3074.7563
244269,1738.6777
127244,2926.6929
141721,3317.542
233366,2684.6135
222869,2643.6301
215162,1887.8922
11086,2668.891
117050,2729.658
145493,3012.393
27020,3140.499
185364,4157.232
117557,3319.9546
94275,3080.5603
53813,2174.034
189176,2295.2915
187980,3295.2793
218545,2428.8745
76128,2663.7107
90417,3499.8425
52596,1914.5494
73985,2498.1575
194722,2403.0483
207995,3287.6514
106078,3312.6384
191593,2366.4866
75265,3198.3696
250626,2612.9907
91903,3090.3545
247276,3658.893
16889,2137.8203
224256,2905.6792
47323,2343.6099
91456,3517.2266
39884,3365.5247
71103,3430.2854
20081,2560.0781
124153,2609.1716
160528,2753.9583
51835,2456.382
129544,2627.17
198549,3461.0352
227218,2501.8213
63722,3431.2725
132494,3601.9697
118316,3626.4119
154745,2946.5771
118609,3163.2085
83940,2113.6929
109093,2232.1003
129718,3409.6384
5764,3510.0105
11555,2849.3552
120451,2495.3818
236325,3406.3213
55151,1781.2084
79507,2597.2515
50014,3209.0706
215926,2491.2043
65395,3174.84
8597,3134.2644
54137,2440.0737
155322,2144.5876
14736,3430.1853
2016,3814.5222
144517,2175.6328
40286,3266.5623
121173,2734.5051
89978,2537.447
251654,1357.5231
74666,1892.5686
15061,3114.1968
71666,2813.093
224560,2473.9548
213452,2953.549
128100,2546.4797
239064,2502.611
242779,2089.4666
69036,2105.8188
62454,2392.5938
72336,3352.8123
161713,2204.2322
72876,2311.449
184165,2554.1523
76593,3584.535
245506,2981.8171
187702,2800.29
122125,2713.2146
229950,2664.6257
101267,3378.13
151909,2392.3289
36569,3344.1638
186815,3489.2117
156008,2920.8086
140098,2983.8726
180334,2970.2043
91787,3236.7207
223605,2535.142
64867,2822.9248
236378,3370.2979
70219,2626.761
108701,3299.4084
110007,3750.6096
22647,3727.2273
89076,3177.0964
111629,2720.3057
92688,3508.7964
228065,2296.7305
151223,2709.2766
106566,2188.3086
116854,2229.8545
103534,2412.1646
92210,2790.7349
203248,2543.3918
198779,2778.5867
202168,3094.0342
130722,3653.301
18010,2928.3167
191548,2537.4597
211220,2917.9695
85993,2807.237
218991,3321.6614
56518,1934.4084
242811,2611.5613
243897,2579.4832
170964,2299.3218
172020,2638.4336
187487,1879.2924
37421,1959.6205
171428,2632.134
82171,2914.4338
181169,3079.773
110543,3170.3835
186457,2695.3518
239900,2456.758
228001,2874.0974
148731,3587.3525
140136,2608.6855
223189,2295.5664
46245,2470.1956
108608,2793.736
240180,3079.83
173421,1899.742
145652,2136.0393
154444,2053.4685
241150,2202.2412
15642,2559.517
173258,2011.837
24116,2200.0796
110083,2190.5957
186090,3061.092
178231,2636.3352
149894,2246.4985
154936,3522.2407
81378,2191.1172
204265,3089.7917
191804,2399.0269
176010,1837.5759
200704,1709.7208
61714,1840.7042
241646,2121.1938
195789,2393.803
236278,1944.1263
145688,2346.981
220595,2703.5796
201378,2632.5479
73462,2956.0032
134861,2057.796
209173,3942.8335
127343,3403.8567
39058,2231.0803
82933,2972.2292
190057,3057.8665
67560,3847.2449
118538,3268.9602
108264,2051.9114
209557,1580.1265
98201,2319.3728
219038,2908.7358
144467,2221.6184
213752,2324.6313
165886,3014.5027
195658,2644.239
191750,2644.7773
15493,3113.0298
225007,2805.6936
214439,3107.5398
73824,3011.1526
40250,2476.0076
114904,2391.312
68259,2908.919
114100,2987.3618
31756,2378.313
214659,2622.0542
213844,1999.8407
25591,2179.628
41128,3211.0767
39662,2298.097
210950,3466.9941
160766,3369.4675
16064,2923.2334
197626,2786.4302
13065,3551.7751
103944,2973.002
227161,2365.5554
51298,1965.2096
120075,2109.2344
168844,2811.2534
110046,3754.399
107462,2121.309
210453,2639.5073
223264,3114.5518
220087,2650.4016
18025,3297.0757
9373,2375.4446
87291,2790.561
33052,2812.595
94818,3737.7385
134842,2081.3887
236143,2575.1392
128847,2730.5967
130611,3265.6248
226496,3267.1902
169611,5107.6865
209418,2694.1213
192303,3212.5713
56072,3320.1729
29562,4137.4136
44183,2742.0728
237278,2564.37
94305,3570.7637
248228,3094.5535
176671,2991.0308
3226,2913.6895
18341,3471.13
229498,2766.796
40856,2694.544
212949,4178.8774
203076,2696.3838
189579,2692.6038
74100,3698.6628
124857,3091.586
160859,3828.027
119588,2393.7227
21857,2712.0054
38279,2791.5674
218046,3077.5632
42064,3834.9897
104775,2917.1624
47872,3068.1458
140504,2575.668
182206,2574.6677
193869,2380.9385
191346,2585.5122
113348,2114.288
234140,2384.8958
23347,2670.0645
70278,2305.8774
151419,2639.802
3554,2422.5037
77121,2444.2468
126663,3214.7092
99992,2321.813
141138,4133.8857
71688,3602.0637
211049,2548.87
120444,3518.658
155206,2721.6523
138728,2956.5132
95571,2987.2947
18338,2361.3296
85957,2694.3757
41335,2688.662
215500,2775.4268
3169,2768.1716
86923,2606.1975
212975,2735.7686
63213,2786.9292
31298,3479.7515
62665,3323.0063
151066,2756.4675
97617,1859.9242
96568,1873.7623
146661,2424.5173
179251,2023.4983
228983,2373.6284
232367,2008.56
143256,1701.7327
7597,2255.4412
186327,2547.0193
143460,2708.8396
161009,2464.7578
75664,2650.522
135841,2404.809
6235,2827.2585
157555,3008.8337
12706,4062.0588
165557,2905.1802
134552,2861.2104
133983,3302.2437
164284,3257.3062
109042,2558.0088
81587,1989.8392
204221,2565.2441
78222,2462.392
25153,2114.7144
159107,2300.2668
236983,2485.8022
39854,2221.1052
84284,2208.583
9537,1925.6666
133371,2257.977
41948,2338.0322
184870,3746.2302
92301,2775.0632
127159,2909.1118
162886,3135.2202
160767,3263.4707
85674,2247.237
42690,2183.1099
193818,3042.172
116919,2558.5952
174784,3134.7925
155826,2405.68
133348,2658.2651
223518,3086.4028
123076,2720.6204
210521,1971.757
210404,3283.1912
44568,3227.0325
97321,1939.7588
61824,2838.9604
132913,2215.3362
161925,2281.5613
236241,4667.7344
232613,2242.4685
30906,3232.6287
187867,2450.727
631,2561.9207
77006,3470.9536
223554,2651.8672
138955,2842.406
4904,2888.6868
208212,2478.891
189272,2612.8447
248233,2342.1753
10739,2628.5298
188371,1967.4436
66876,3080.707
176934,2991.3098
159170,3601.2058
46125,3547.9846
174133,2325.4087
29292,2961.2625
47478,3245.938
73035,3083.0203
49747,3539.5815
193414,2362.0935
76627,3208.363
109552,2778.2646
68869,2009.4662
241888,1820.6257
78801,1939.4575
47679,3214.7256
145272,1887.8171
11949,2288.2043
182495,2629.9246
217770,2708.0625
51264,2842.6528
102912,2500.0864
196600,3330.034
78079,2010.0745
171438,3155.8452
109336,2301.5623
30693,2187.5334
18417,2674.619
245309,2538.0796
213507,2421.128
35680,2210.561
147461,2798.8599
154075,1983.5109
221979,2023.3287
126852,2972.521
91665,2329.462
18552,2874.4548
207311,2364.5144
64619,2860.9976
34669,2994.9404
49461,3768.8274
127570,3078.6443
113398,2546.0918
56621,2447.631
135437,2677.751
197442,4984.132
147819,3309.8086
72166,2885.74
113558,3425.1646
158425,2428.6711
1066,3321.718
88780,2091.2112
242489,3567.3723
79651,2616.2764
17427,3200.1152
94139,2458.865
100423,2974.7634
39700,2092.263
26287,4002.6375
231661,3182.9612
143731,2724.1492
100415,2469.7068
100153,2929.1677
91314,2392.9973
22359,3784.2815
200362,3576.1726
15651,2815.855
195197,2270.1829
114513,3878.2239
133641,2216.679
20812,3219.3435
66098,2874.0356
74020,3443.8005
177409,3338.2075
56344,3148.8
104625,2958.2107
228358,2289.8955
142090,1961.4703
96005,2011.137
123536,2497.6191
138506,3295.182
154707,2131.026
145625,3839.6338
78460,3703.054
44426,2229.6738
179462,3457.7026
87482,2330.896
56807,2702.8108
94454,3371.8662
78518,2420.505
80705,2833.4473
134596,2432.9502
246781,3416.2363
173253,3809.1738
251907,3249.26
245385,3540.95
73812,2126.864
153396,2378.2344
164906,2113.6677
117449,3025.9795
139848,3390.1562
214077,3137.0515
242512,3224.6
220198,3283.4417
125663,3878.4177
17928,2774.3848
114243,3198.7954
54327,2092.4785
100732,4028.999
43784,2684.1968
30105,2872.4355
67823,2698.7517
247366,2422.3435
201817,3309.4417
118828,3808.674
214185,3016.09
109265,2510.5823
207094,1806.2637
2125,2881.4526
72808,2331.7056
97396,2713.6602
212030,2761.398
109882,2616.2542
161131,3664.0955
230551,2629.497
243568,3269.6606
101579,2624.272
155775,3113.8228
60295,3426.8665
215461,2471.722
211986,2262.6904
170300,2677.0845
112026,2590.1057
108772,2040.045
42126,3641.0308
184954,2916.4946
226286,1893.641
107022,1799.6494
33700,2668.0693
204635,2585.0063
102643,2565.1743
206458,2893.0022
87113,2265.9377
113315,1970.6389
190379,2877.2068
125311,2889.563
5140,3574.3123
19012,3339.6775
85490,2618.5117
87414,2538.8542
116136,2795.2625
32275,2487.9097
244484,2033.341
159815,2454.2722
39499,2006.357
186003,2222.3728
128812,2140.666
18122,1934.9596
32758,2342.9463
115812,2871.9524
160977,3226.1829
179646,2339.274
73753,2838.7559
156034,2337.816
122241,2334.5063
121377,3113.282
119808,2943.3076
56286,2343.6047
105345,2879.2239
64347,2351.712
53143,3513.551
87064,2236.313
154930,2487.7207
187496,2361.2383
88838,1847.746
150663,2078.5903
59639,2861.166
156423,3337.5833
40227,2306.9805
154371,2371.42
132876,2633.3687
63381,2988.367
131224,3142.9355
214946,2431.4128
131724,2611.896
66166,2198.239
239873,2620.8154
162231,2241.028
184088,2136.2769
157173,2638.145
46402,3276.348
36431,4446.6787
69811,2747.9443
166278,3034.0725
26782,2925.8254
104215,2660.842
94246,1981.6118
110582,2653.073
231558,2751.6067
17591,2252.784
106488,2283.1318
18550,2280.34
30516,3823.197
67281,4303.6406
2321,2380.9673
90315,2472.5542
166224,2690.403
222992,2634.7876
80133,2955.0918
55226,3398.0947
179516,2913.1912
154404,3043.6194
21252,2629.0488
251504,3938.3003
157263,2553.1882
116561,2623.8374
157971,2284.3296
209791,2982.1487
18477,2758.381
125962,3127.5527
210277,2658.776
187340,3752.172
70238,2780.9255
174666,3784.8965
164439,3995.6936
168232,3491.4827
241798,3378.7415
161265,2861.2627
137206,2880.634
83947,2659.591
141646,2727.8794
78682,2766.8464
216934,4056.678
37427,2223.1587
244593,3001.3716
217135,3966.088
18927,3162.204
218679,3177.9082
89609,2684.6772
14893,1967.5834
3741,2399.7488
27209,2459.913
48498,2273.6213
41882,1742.5989
18133,2585.0889
142316,2787.2654
184308,2669.0886
17322,2453.8816
25614,1879.4719
236028,2513.2559
53386,2682.969
129563,2681.7705
72028,3023.472
52169,2082.8132
179490,1413.2913
247442,3608.452
224584,3544.0269
10772,2651.748
250956,2563.3635
212683,2464.414
213827,3613.5596
202985,2610.2412
147198,2368.764
92562,2955.0872
244025,2689.8933
50366,3610.8735
234749,2698.8706
43894,2783.264
172458,3043.4058
68221,2156.5571
219482,3213.2354
176003,2611.315
190738,2029.4548
5781,2390.4058
2024,2831.0361
62608,3473.7515
194336,2375.9797
35452,2934.026
249505,3630.4712
55495,3476.0156
13608,2759.576
146254,3538.4111
88200,1972.6938
66386,3907.4968
36058,2877.3533
164631,2740.8015
114527,3111.3306
31956,2379.1008
41332,3219.2078
221177,1941.9908
234034,2787.584
195850,2931.3137
61188,2607.4553
64590,3213.698
147101,3032.9143
153765,2554.6514
203424,3009.4175
199700,2387.008
177600,2360.6409
14982,2182.4573
107864,1850.6464
114548,1898.9535
86573,1875.2705
80874,2633.9941
249866,2451.9812
77751,2306.56
240783,2079.6567
223636,2569.8835
83651,2273.4668
103043,2495.9568
29451,3709.9578
198193,2629.128
35179,2996.336
28330,3547.1663
236127,2451.7205
69725,2142.2942
191693,3366.8447
18008,2899.559
108304,2804.0054
160197,1722.7463
111371,2491.07
196245,3431.9727
60621,2520.9634
57958,3079.9702
155927,3529.572
142571,2762.1926
171514,3305.7156
14566,1972.1421
30383,2719.6426
175752,3390.434
228082,2734.4075
34145,2141.2878
147186,2110.5437
116551,2929.955
161703,2919.784
69959,3105.071
2374,3160.7935
34494,2773.6428
110917,1965.9503
225345,2140.8037
16834,3008.3643
237800,1745.6251
27138,2382.7007
76759,2749.4453
187852,2884.6484
138371,2515.9573
27104,3571.0022
214721,2741.7727
217888,3414.1633
75779,2237.543
237551,3698.598
24782,1874.2902
223844,2176.389
4971,2484.4727
203908,1593.0627
72620,2280.7886
90885,2600.4016
161043,2422.648
213358,2532.0173
166920,2200.2878
50663,2228.0752
186119,2204.6086
1001,2862.629
251255,2120.259
158300,2365.5122
57345,1580.9333
154467,2070.9612
228740,2085.6274
100943,1969.5756
99330,2582.5522
2281,2288.162
84398,2171.0967
97584,2315.0962
26380,2831.9553
24584,2059.3918
170468,2254.3953
29364,2830.5532
65032,2245.3418
241307,2852.9814
210659,3319.9941
126229,2425.29
56351,3079.5547
232137,2838.8638
108689,2394.286
100025,2396.7175
153827,3493.4553
89310,3065.8762
197858,4517.553
185744,2678.4202
27047,2466.1052
197388,2267.086
63562,3468.0344
11981,2802.037
78706,2513.7935
247058,3077.609
201451,3365.6929
102010,3814.8066
88303,2238.987
104749,2488.9695
28864,2227.3933
81461,3629.4192
203416,3676.4746
247344,3394.3108
216979,2784.66
223540,2527.202
41247,3513.7803
101119,2728.6262
